status,issue,title,validator comment 1,validator comment 2,validator comment 3,root cause 1,root cause 2,root cause 3,merged root cause,primary finding,proposed root cause group,,,,
Unsatisfactory,validation-137,Use call instead of transfer,Invalid. Low quality report,,This isn't native ETH transfer,,,,"""""",,,,,,
Unsatisfactory,validation-138,[H-2] Missing validation for `TradeData`,Invalid,No specific attack path,Insufficient proof alleging the flaw,,,,"""""",,,,,,
Unsatisfactory,validation-142,Unchecked return value from low-level `call()`,Invalid. Low quality report,,_submit(0) will be called via the fallback function in Lido and revert if need be,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L38,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L38,,,,,,
Unsatisfactory,validation-143,"`_convertWrappedEthToStETH` of `ZapRouterBase` is mathematically incorrect, can potentially break the functionality of protocol",Invalid. Low quality report,"Eth , wEth and StEth are not expected to exist sametime",Insufficient proof. Workinga as intended,,,,"""""",,,,,,
Unsatisfactory,validation-148,Position Manager Permit Not Consistently Revoked After Operations,Invalid. Main point is EbtcLevaregeZapRouter,,borrowerOperations.renouncePositionManagerApproval(msg.sender) is invoked in EbtcLeverageZapRouter.sol,,,,"""""",,,,,,
Unsatisfactory,validation-15,Lack of input validation on the _convertWrappedEthToStETH function in the ZapRouterBase contract,Invalid,,Low QA,,,,"""""",,,,,,
Unsatisfactory,validation-151,Unchecked Return Value in LeverageMacroBase._doSwap,Invalid,,Check well in place,,,,"""""",,,,,,
Unsatisfactory,validation-153,Fee calculation in `LeverageZapRouterBase` may result in excessive fees and inaccurate CDP debt,Invalid,,Intended design,,,,"""""",,,,,,
Unsatisfactory,validation-154,A user could sandwich the oracle update by opening and closing `cdp` to gain profits,Invalid,There is slippage protection,Insufficient proof alleging the exploit. Common issue in DeFi after all,,,,"""""",,,,,,
Unsatisfactory,validation-155,Mistakenly-sent stETH/eBTC could be used by the next user to openCdp/closeCdp,Invalid,user error,Incorrect perceptions. It will be atomically prevented.,,,,"""""",,,,,,
Unsatisfactory,validation-158,Lack of Token Validation in `_getSwapOperations` Function Can Lead to Incorrect Token Handling,Invalid.,No specific attack path,Low QA on input mistake,,,,"""""",,,,,,
Unsatisfactory,validation-160,Two user touchpoint routers not sharing a global reentrancy guard opens the door for cross-contract reentrancy attack,Invalid,_doSwap() can only call to trusted DEX,Inadequate actual scenario entailed,,,,"""""",,,,,,
Unsatisfactory,validation-161,Protocol supports stETH but doesn't consider its unique transfer logic which would lead to not only a DOS of the depositing/withdrawal channel for this collateral token but also a flaw in multiple other core protocol logic,Overinflated,,Known readme issue,,,,"""""",,,,,,
Unsatisfactory,validation-163,`try/catch` doesn't catch every error which may lead to silent failure,Invalid,,Permit leak,,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,"""https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,""""""",,,,,,
Unsatisfactory,validation-166,The function borrowerOperations.adjustCdpWithColl in the smart contract incorrectly assess a fee even when the debt does not increase,Invalid. Contract is OOS,_adjustCdpCallback() is overriden in LeverageZapRouterBase.sol,Insufficient proof alleging the flaw. LiquidatorReward has earlier been factored in EbtcLeverageZapRouter._openCdp() after all,,,,"""""",,,,,,
Unsatisfactory,validation-167,[H-1] User can open CDP position passing **unallowed** tokens in `TradeData.exchangeData`,Invalid,,Insufficient proof alleging the flaw. Concrete coded POC is needed,,,,"""""",,,,,,
Unsatisfactory,validation-168,Persistent PermitApprovals can get overridden when interacting with CDPs.,Invalid. See main invariants in readme.,,Permit leak. Same root cause as in #54,,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,"""https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,""""""",,,,,,
Unsatisfactory,validation-169,A large amount of Ether can be sent to the user who closes a CDP in 'EbtcLeverageZapRouter' contract,Invalid. Low quality report,,Incorrect perceptions. It will be atomically prevented.,,,,"""""",,,,,,
Unsatisfactory,validation-171,Position manager can make calls on behalf of a user despite an expired deadline,"Invalid, execution will fail due to permit expired.",,Permit leak,,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,"""https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,""""""",,,,,,
Unsatisfactory,validation-172,Unreliable Permit Handling Due to Phantom Function Vulnerability,Invalid,,Permit leak,,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,"""https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,""""""",,,,,,
Unsatisfactory,validation-173,Lack of Slippage Protection in Trading Operations,Invalid. The code does have slippage protection.,,It's implemented in LeverageZapRouterBase::_getSwapOperations,,,,"""""",,,,,,
Unsatisfactory,validation-175,Unsafe downcasting in _getOwnerAddress function can be exploited to cause DoS,Invalid,,Incorrect assumptions. Logic working as intended,,,,"""""",,,,,,
Unsatisfactory,validation-176,Lack of Slippage protection in `LeverageZapRouterBase::_getSwapOperations` function could potentially force user to pay more than what they are expecting.,Invalid. The code does have slippage protection.,The input token amount could be fixed,The more the merrier,,,,"""""",,,,,,
Unsatisfactory,validation-177,"exchangeData can be maliciously used for arbitraty calls, even when DEXes are hardcoded and trusted like 1inch and 0x",Invalid. Report is not clear on impact description,,Inadequate coded POC alleging the exploit,,,,"""""",,,,,,
Unsatisfactory,validation-178,Replay Attacks possible on _permitPositionManagerApproval function,Invalid,,Invalid proof when compared to #54,,,,"""""",,,,,,
Unsatisfactory,validation-179,ATTACKER CAN WEAPONISE WRONG VALIDATION IN requireSingularMarginChange() function TO CLEAR HIS DEBT WITHOUT REPAYMENT USING adjustCdp function AND HENCE INCREASE HIS ICR TO BE ABLE TO BORROW MORE,Invalid,,Devoid of coded POC alleging flaw on the intended design,,,,"""""",,,,,,
Unsatisfactory,validation-181,_doSwapChecks should use >= rather than > when checking balance,Change > to >=,,Low inconsequential,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-protocol/packages/contracts/contracts/LeverageMacroBase.sol#L490-L494,,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-protocol/packages/contracts/contracts/LeverageMacroBase.sol#L490-L494,,,,,,
Unsatisfactory,validation-185,Potential False Positive Deposit Detection Due to stETH Rebasing,GPT,rebasing would not occur during deposit,_submit(0) will be called via the fallback function in Lido and revert if need be,,,,"""""",,,,,,
Unsatisfactory,validation-186,`stETHMarginAmount` can be lower than the loan amount,Invalid. Low quality report,,Insufficient proof alleging a flaw,,,,"""""",,,,,,
Unsatisfactory,validation-187,Inaccurate stETH Deposit Calculation Due to Rebasing in _transferInitialStETHFromCaller,GPT,,Incorrect perceptions. It's rebaing but NOT FOT,,,,"""""",,,,,,
Unsatisfactory,validation-188,Lack of Slippage Protections for Asset Conversions in ZapRouterBase,Invalid. The code does have slippage protection.,,It's implemented in LeverageZapRouterBase::_getSwapOperations,,,,"""""",,,,,,
Unsatisfactory,validation-19,"Overcharging users, even if unintentional, can damage the protocol's reputation and erode user trust.",GPT,,Intended design,,,,"""""",,,,,,
Unsatisfactory,validation-21,Closing/Adjusting CDPs are done with a minute leakage in accounting and  funds,Some stETH remains as dust due to stETH-shares conversion. Seems QA as report does not describes a clear impact.,,Known readme issue,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L103,,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L103,,,,,,
Unsatisfactory,validation-22,Users are consistently receiving less eBTC than they should for the amount of debt they're incurring.,Invalid. Fee is paid from the minted debt,,Intended design,,,,"""""",,,,,,
Unsatisfactory,validation-23,Incorrect Parameter Handling in _adjustCdpOperation function within LeverageZapRouterBase contract,Invalid,,Insufficient proof alleging the exploit. Low QA on user input mistake anyway,,,,"""""",,,,,,
Unsatisfactory,validation-24,Incorrect Parameter Handling in _openCdpOperation function within LeverageZapRouterBase contract,Invalid,,Insufficient proof alleging the exploit. Low QA on user input mistake anyway,,,,"""""",,,,,,
Unsatisfactory,validation-25,Incorrect Parameter Handling in _closeCdpOperation function within LeverageZapRouterBase contract,Invalid,,Insufficient proof alleging the exploit. Low QA on user input mistake anyway,,,,"""""",,,,,,
Unsatisfactory,validation-26,Missing Error Handling in sweepToCaller function within LeverageMacroBase contract,Invalid,,Low QA. Insufficient proof,,,,"""""",,,,,,
Unsatisfactory,validation-27,Insufficient Input Validation in sweepToken function within LeverageMacroBase contract,Invalid,,Low QA. Insufficient proof,,,,"""""",,,,,,
Unsatisfactory,validation-28,Incorrect Data Decoding in decodeFLData function within LeverageMacroBase contract,Invalid,,Insufficient proof alleging the flaw,,,,"""""",,,,,,
Unsatisfactory,validation-29,Add Zero Address Check and Optional Event Emission in `_doSwapChecks`,Invalid,,Low QA,,,,"""""",,,,,,
Unsatisfactory,validation-3,Unchecked return value of low-level `call()`/`delegatecall()`,GPT,,_submit(0) will be called via the fallback function in Lido and revert if need be,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L38,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L38,,,,,,
Unsatisfactory,validation-30,Vulnerability in `_doSwap` Function of `LeverageMacroBase` Contract Enables Unauthorized Token Transfers,Invalid,,Devoid of coded POC showcasing an actual scenario,,,,"""""",,,,,,
Unsatisfactory,validation-31,Discrepancy Between Documentation and Implementation in closeCdp Function Regarding Collateral Return Type,GPT,,Low QA on comment mismatch,,,,"""""",,,,,,
Unsatisfactory,validation-32,Misleading Comment and Incorrect Logic in adjustCdpWithWrappedEth Function Handling WETH vs WstETH,Invalid,,Low QA if ever mismatch,,,,"""""",,,,,,
Unsatisfactory,validation-33,Any Ether sent beyond the specified _ethMarginBalance is lost.,User mistake,user error,Incorrect assumptions. Higher margin equals higher CR,,,,"""""",,,,,,
Unsatisfactory,validation-34,"doOperation Function Always Reverts, Rendering It Unusable in LeverageZapRouterBase.sol",Invalid,,Intended design. The internal function from macro will be used,,,,"""""",,,,,,
Unsatisfactory,validation-35,Private _sweepEbtc() Function Transfers Balance to msg.sender Without Proper Access Control,Invalid,,Access control not applicable on a private function,,,,"""""",,,,,,
Unsatisfactory,validation-36,Missing Success Check in _openCdpForCallback Leads to Potential Fee Transfer Without CDP Creation,Invalid,,SafeTransfer will revert if need be,,,,"""""",,,,,,
Unsatisfactory,validation-37,Lack of Minimum Deposit Check in _depositRawEthIntoLido May Lead to Loss of Funds,Invalid,,_submit(0) will be called via the fallback function in Lido and revert if need be,,,,"""""",,,,,,
Unsatisfactory,validation-39,Reentrancy vulnerability,Invalid,,Inadequate actual scenario entailed,,,,"""""",,,,,,
Unsatisfactory,validation-40,CDP operations can be performed even when the permit is expired,"Invalid, execution will fail due to permit expired.",would rerert in later execution,Permit leak,,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,"""https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,""""""",,,,,,
Unsatisfactory,validation-42,User can send eth to router,Invalid,,Commonly known issue,,,,"""""",,,,,,
Unsatisfactory,validation-43,The leverage router doesn't support users to pay eBTC debt back with their own assets,Invalid. Feature request,not issue,Intended leverage design,,,,"""""",,,,,,
Unsatisfactory,validation-44,Owner can't change `zapFeeBPS` and `zapFeeReceiver`,Invalid,,Low QA on owner controlled immutable variables,,,,"""""",,,,,,
Unsatisfactory,validation-45,`flashLoan` function's result is not checked.,"No check for flashloan success. QA at best, if it fails the revert is bubbled up.",revert if not success,Insufficient proof alleging the flaw,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-protocol/packages/contracts/contracts/LeverageMacroBase.sol#L185C8-L198C15,,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-protocol/packages/contracts/contracts/LeverageMacroBase.sol#L185C8-L198C15,,,,,,
Unsatisfactory,validation-46,Relying on the difference in the contract's stETH balance before and after the `_closeCdpOperation` could potentially allow excess withdrawal of `stETH`,Invalid,,Incorrect perceptions. It will be atomically prevented.,,,,"""""",,,,,,
Unsatisfactory,validation-52,Potential manipulation of CDP queue position through unvalidated upperHint and lowerHint parameters,Invalid,hint checked in sortedCap contract,Devoid of coded POC showcasing an actual scenario,,,,"""""",,,,,,
Unsatisfactory,validation-54,ZapRouterBase._permitPositionManagerApproval() will bypass an expired permit.,"Invalid, execution will fail due to permit expired.",,Permit leak,,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,"""https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,""""""",,,,,,
Unsatisfactory,validation-55,The conversion path from ETH to stETH can be suboptimal in `ZapRouterBase` and cause loss of funds when depositing especially in a a 1:1 ratio,Invalid,,Intended design of having coll denominated in stETH,,,,"""""",,,,,,
Unsatisfactory,validation-56,"LeverageZapRouterBase.sol :: _adjustCdpOperation() is using the amount of stETH instead of ETH, resulting in an incorrect calculation of the shares needed to modify the collateral.",eth and stETH are 1:1,,Intended design of having coll denominated in stETH,,,,"""""",,,,,,
Unsatisfactory,validation-58,Front-Running in Position Manager Approval,"Invalid, execution will fail due to permit expired.",,Permit leak,,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,"""https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-zap-router/src/ZapRouterBase.sol#L115-L133,""""""",,,,,,
Unsatisfactory,validation-59,Position Manager Approval Remains Active After Operations,Invalid,,No success verification needed for merely updating teh mapping positionManagers[_borrower][_positionManager] = _approval,,,,"""""",,,,,,
Unsatisfactory,validation-60,"Fees can be bypassed when sweeping tokens, leading to a loss of protocol revenue",Invalid,,Intended design,,,,"""""",,,,,,
Unsatisfactory,validation-61,Potential for token dust accumulation violates contract invariant,Invalid.,,Readme: ZapRouter contract should not have any tokens after each operation (aside from rounding),,,,"""""",,,,,,
Unsatisfactory,validation-62,Inconsistent Token Sweeping May Leave Residual Tokens in ZapRouter,GPT,,Already commented sweepStEth happens outside of this call,,,,"""""",,,,,,
Unsatisfactory,validation-63,Inconsistent Fee Assessment in CDP Operations,Invalid. Opening a CDP is debt increase,,Intended design,,,,"""""",,,,,,
Unsatisfactory,validation-64,Reentrancy Attack in `flashLoan` Function,Low quality report,,Inadequate actual scenario entailed,,,,"""""",,,,,,
Unsatisfactory,validation-66,Retention of non-stETH tokens in ZapRouter contract,GPT,,Insufficient proof alleging the flaw,,,,"""""",,,,,,
Unsatisfactory,validation-67,The function _openCdp does not use _stEthMarginAmount causing the token transfer from user is useless,Low quality,,Insufficient proof alleging a flaw,,,,"""""",,,,,,
Unsatisfactory,validation-69,Fee calculation in `LeverageZapRouterBase` could lead to excessive fees being charged and inaccurate CDP debt,Invalid. Fee is paid from the minted debt,,Intended design,,,,"""""",,,,,,
Unsatisfactory,validation-7,Precision Loss in stETH to wstETH Conversion Leading to Fund Loss,OOS see Readme,,Known readme issue,,,,"""""",,,,,,
Unsatisfactory,validation-71,Excessive Approval Amount in LeverageZapRouterBase Contract,Invalid,,Intended design,,,,"""""",,,,,,
Unsatisfactory,validation-72,Fixed liquidation reward will cause bad debt,Invalid,"design choice, no enough proof",Intended design. Insufficient proof alleging the fixed reward flaw,,,,"""""",,,,,,
Unsatisfactory,validation-73,"An invariant is broken which relates to Position Manager Permit not being revoked after operations, allowing unauthorized access to user CDPs",Invalid,,borrowerOperations.renouncePositionManagerApproval(msg.sender) is invoked in EbtcLeverageZapRouter.sol,,,,"""""",,,,,,
Unsatisfactory,validation-77,Leverage router cannot perform debt decrease and collateral increase,Invalid. Feature request,design choice,Intended leverage design,,,,"""""",,,,,,
Unsatisfactory,validation-78,Unexpected Ether Balance (SWC-132) in the _convertWrappedEthToStETH function of the ZapRouterBase contract affecting the EbtcLeverageZapRouter contract,Invalid,,Low QA reported by the Analyzer,,,,"""""",,,,,,
Unsatisfactory,validation-79,Weak Sources of Randomness from Chain Attributes in EbtcLeverageZapRouter contract,Invalid,,Low QA. Incorrect perceptions,,,,"""""",,,,,,
Unsatisfactory,validation-80,Block Values Used as a Proxy for Time in EbtcLeverageZapRouter contract,Invalid,,Incorrect perceptions,,,,"""""",,,,,,
Unsatisfactory,validation-81,Unprotected Ether Withdrawal Found (transfer/send) in the ZapRouterBase contract _transferInitialStETHFromCaller function affecting the EbtcLeverageZapRouter contract,Invalid,,Low QA. Intended design,,,,"""""",,,,,,
Unsatisfactory,validation-82,an absence of a repayment verification,Invalid,,Insufficient proof alleging the flaw,,,,"""""",,,,,,
Unsatisfactory,validation-84,Weak sources of randomness from chain attributes in LeverageMacroBase contract,Invalid,,Low QA. Incorrect perceptions,,,,"""""",,,,,,
Unsatisfactory,validation-85,Block values used as a proxy for time found in LeverageMacroBase contract,Invalid,,Incorrect perceptions,,,,"""""",,,,,,
Unsatisfactory,validation-87,Bad Actor can Completely Sweep Off StEth in Contract,Invalid,,It's msg.sender linked,,,,"""""",,,,,,
Unsatisfactory,validation-88,Sunnyboy95 - Security Enhancements and Best Practices Implementation for `EbtcLeverageZapRouter` Contract,Invalid,,Sporadically unstructured proofs entailed,,,,"""""",,,,,,
Unsatisfactory,validation-89,Users Will Be Able to open CDPs with insufficient collateral due to Incorrect Collateral Value Handling in CDP Opening Process,Invalid. Code does not uses _ethMarginBalance again.,,That's the leveraged amount needed,,,,"""""",,,,,,
Unsatisfactory,validation-9,Lack of Explanation on Emitting Events for Revert Reasons on the EbtcLeverageZapRouter contract,Invalid,,Low QA,,,,"""""",,,,,,
Unsatisfactory,validation-91,Incorrect conversion to eth to stEth.,Invalid. ETH and stETH are 1:1,,Intended design of having coll denominated in stETH,,,,"""""",,,,,,
Unsatisfactory,validation-92,Not checking return value on flashLoan contract,"No check for flashloan success. QA at best, if it fails the revert is bubbled up.",,Insufficient proof alleging the flaw,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-protocol/packages/contracts/contracts/LeverageMacroBase.sol#L185C8-L198C15,,,https://github.com/code-423n4/2024-06-badger/blob/main/ebtc-protocol/packages/contracts/contracts/LeverageMacroBase.sol#L185C8-L198C15,,,,,,
Unsatisfactory,validation-95,Eth could be stuck in the contract,User mistake,user error,Low QA on user input mistake,,,,"""""",,,,,,
Unsatisfactory,validation-96,Incorrect parameters used in  slippage checks while openingCdp.,Low quality report,,Insufficient proof alleging the flaw. LiquidatorReward has earlier been factored in EbtcLeverageZapRouter._openCdp() after all,,,,"""""",,,,,,
Unsatisfactory,validation-97,Potential Misinterpretation of Liquidator Rewards in Smart Contract Logic,Invalid,,Incorrect assumptions and perceptions,,,,"""""",,,,,,
Unsatisfactory,validation-99,Incorrect Parameter Order in Struct Initialization Leading to Financial Miscalculations,Invalid. Order here is not important as they are pre-fixed with the fields names,,Insufficient proof. Order doesn't matter in named parameters,,,,"""""",,,,,,
